x,y
-1.7019715081932605,4.9170414192972896
-1.6113868771395845,5.913817913844815
-2.1404920248340016,4.859517825830491
-1.0524723106955651,5.460460837491746
-2.2816846315609713,5.325536026151579
-2.2780506156874774,4.720562147857846
-1.8548226370603795,3.8520318532053213
-3.03495069950782,4.662627482455417
-2.6076986722006543,5.188548399557164
-2.5448144453127264,4.152617779198825
-1.1206107386470676,4.864534219708078
-1.9594830771872458,4.145151088271926
-2.3266296347151094,5.066553553825919
-2.6905961464533816,5.225418811007403
-2.360383213951283,4.824983750124034
-2.3610239673376383,6.111366910705362
-2.0080983348427606,4.36537344262646
-1.5064730527380865,4.2674938100173865
-1.8746818429971468,3.824197925672135
-2.7969116293390583,5.118116741521474
-1.5569200520027537,5.102820968713982
-2.069388969432944,4.819337782646427
-2.8871131942204564,4.568093474963175
-2.2763832625758726,5.63427333573135
-1.7938290262589232,3.9421759067823596
-1.805549618363123,4.76895063175021
-2.4061532001835753,5.367005773304521
-1.3814002865024295,5.558768071469719
-2.5035305139335833,4.814472574489272
-1.8012419411578615,5.5853270762734155
-2.287504542707174,4.88860461400171
-2.663800984403617,4.282276025551598
-1.512484506563481,5.8137440171424934
-2.0432060729482004,5.602119738735214
-1.7830183849714194,4.612928147236925
-1.7831626366949516,5.922821939879581
-2.021495623465971,5.938786193488403
-3.5718470624538465,5.493141502625134
-1.9477717590570973,4.8205955897204795
-1.9449435340786987,3.8074586512394646
-2.1318031327025073,5.214267542907048
-1.1132635731550904,4.689037869035811
-2.4850961617359126,4.698945773849278
-1.4507587293787556,5.197250665795811
-2.317856122260223,5.3079604598680135
-1.9417534703911759,5.581186994319734
-2.4212318563264112,4.803402712041339
-2.235264891879295,4.121891031120729
-1.8223278337612543,5.156633163307934
-1.9969319260145235,4.859247719974912
-2.8492224452302484,4.7476128063407845
-2.205628709916062,4.518633638467029
-2.0967714269996054,5.242430514088723
-0.8682884592736819,5.1047466876991034
-1.8454697655663415,4.9553324505403
-3.151262729179425,4.98409167473047
-1.9638618740353841,6.4779452674911715
-2.1154165788686736,5.180928405400167
-2.020827061823146,4.298793177428281
-1.3143063112909878,5.451159819612064
-1.525380831774172,4.454367527123157
-1.1583234134383407,4.158889362324631
-1.6478857437198378,6.314273375485987
-2.5943217950784128,4.660221362238337
-1.9402091809474153,4.69791460753028
-2.9303980586396796,5.041137784883617
-2.637382228235663,5.284155458381109
-2.551654540540282,5.929960643010523
-2.469951975401742,4.806763090276594
-1.5118896695781983,4.261481410139627
-1.8635240392375223,5.784285652569457
-2.9644899407367364,5.110780315119382
-1.844070323450946,5.469093723066386
-2.742170426526849,4.207726032149434
-1.6868350606298614,5.178190803939912
-1.849704289792474,5.207868925698185
-2.4080148329470945,5.139352218296602
-1.8241565160207913,4.57138914918418
-0.8805352933131461,5.2842997525470725
-2.714782098321589,5.393932165180297
0.817722830840875,2.050959222619716
2.311016905305183,0.9255223771538027
2.1743632904710255,1.7889466488555488
2.075442111996143,2.827755087857763
1.3282283187979906,0.9723846849497574
0.8773398992621337,0.9289328005241932
1.446028803410127,1.7388063823716506
1.6936835595310133,2.079028274325217
1.5091013243145348,2.517473854010122
1.3147402167334308,3.404118416612733
1.9379671434355044,0.8999897105086022
0.7503752513572214,1.8377306906702298
1.3435760502719043,1.9998003458644644
1.8312663372014812,1.4490197611401892
0.9072443973521166,0.43960694271989476
1.1874395335530852,2.0994791560264305
1.6498656208911429,0.6279828549016084
1.6212266480958273,1.7697221658101858
0.8812997946592069,1.6076075741618696
1.5407461029121998,0.6999207915185639
1.7504511522437982,1.892549168457764
2.258135870222694,2.237661436424432
0.5356314424300364,0.8435224720594141
1.8605246870460619,1.8596501656385462
1.8605333804142334,4.196912043458305
1.8996233574852168,2.294895948126419
2.1678012344452418,1.9559738759140586
1.279311528751758,2.031278454345287
0.9590223498236998,1.3342269752819937
1.1602455165196277,1.5573118975704259
3.120260996671456,0.19291436518577654
1.9803821332621594,0.37109889016724384
